t,offset_ns,servo_state,freq_raw,path_delay_ns,raw,t_rel_s
15742.651,-259002,2,58619,984491,ptp4l[15742.651]: master offset    -259002 s2 freq  +58619 path delay    984491,184.16400000000067
15743.65,-905163,2,-6902,984491,ptp4l[15743.650]: master offset    -905163 s2 freq   -6902 path delay    984491,185.16300000000047
15744.652,24745,2,86113,659760,ptp4l[15744.652]: master offset      24745 s2 freq  +86113 path delay    659760,186.16500000000087
15745.654,-145058,2,68988,623558,ptp4l[15745.654]: master offset    -145058 s2 freq  +68988 path delay    623558,187.16700000000128
15746.654,183886,2,102066,623558,ptp4l[15746.654]: master offset     183886 s2 freq +102066 path delay    623558,188.16700000000128
15747.654,1300287,2,215007,623558,ptp4l[15747.654]: master offset    1300287 s2 freq +215007 path delay    623558,189.16700000000128
15748.653,-647783,2,19552,758801,ptp4l[15748.653]: master offset    -647783 s2 freq  +19552 path delay    758801,190.16600000000108
15749.653,-394313,2,44505,623558,ptp4l[15749.653]: master offset    -394313 s2 freq  +44505 path delay    623558,191.16600000000108
15750.657,273138,2,111523,490037,ptp4l[15750.657]: master offset     273138 s2 freq +111523 path delay    490037,192.17000000000007
15751.656,81357,2,92426,490037,ptp4l[15751.656]: master offset      81357 s2 freq  +92426 path delay    490037,193.1690000000017
15752.658,146258,2,99062,632586,ptp4l[15752.658]: master offset     146258 s2 freq  +99062 path delay    632586,194.17100000000028
15753.657,-543470,2,29546,632586,ptp4l[15753.657]: master offset    -543470 s2 freq  +29546 path delay    632586,195.17000000000007
15754.661,1890780,2,274862,637687,ptp4l[15754.661]: master offset    1890780 s2 freq +274862 path delay    637687,196.1740000000009
15755.66,-72176,2,78494,637687,ptp4l[15755.660]: master offset     -72176 s2 freq  +78494 path delay    637687,197.17300000000068
15756.66,-244810,2,60986,575576,ptp4l[15756.660]: master offset    -244810 s2 freq  +60986 path delay    575576,198.17300000000068
15757.661,-410794,2,43977,586408,ptp4l[15757.661]: master offset    -410794 s2 freq  +43977 path delay    586408,199.1740000000009
15758.661,-486204,2,35950,586408,ptp4l[15758.661]: master offset    -486204 s2 freq  +35950 path delay    586408,200.1740000000009
15759.664,269029,2,111742,556025,ptp4l[15759.664]: master offset     269029 s2 freq +111742 path delay    556025,201.1770000000015
15760.666,1017830,2,187640,586408,ptp4l[15760.666]: master offset    1017830 s2 freq +187640 path delay    586408,202.1790000000001
15761.666,-74754,2,78307,586408,ptp4l[15761.666]: master offset     -74754 s2 freq  +78307 path delay    586408,203.1790000000001
15762.666,-73154,2,78393,646317,ptp4l[15762.666]: master offset     -73154 s2 freq  +78393 path delay    646317,204.1790000000001
15763.665,-506453,2,34557,646317,ptp4l[15763.665]: master offset    -506453 s2 freq  +34557 path delay    646317,205.1780000000017
15764.667,217320,2,107152,646317,ptp4l[15764.667]: master offset     217320 s2 freq +107152 path delay    646317,206.1800000000003
15765.668,-65213,2,78833,646317,ptp4l[15765.668]: master offset     -65213 s2 freq  +78833 path delay    646317,207.1810000000005
15766.669,268611,2,112484,646317,ptp4l[15766.669]: master offset     268611 s2 freq +112484 path delay    646317,208.1820000000007
15767.67,-103578,2,75162,705093,ptp4l[15767.670]: master offset    -103578 s2 freq  +75162 path delay    705093,209.1830000000009
15768.674,168216,2,102509,705093,ptp4l[15768.674]: master offset     168216 s2 freq +102509 path delay    705093,210.18700000000172
15769.67,-609228,2,24156,705093,ptp4l[15769.670]: master offset    -609228 s2 freq  +24156 path delay    705093,211.1830000000009
15770.673,241870,2,109507,646317,ptp4l[15770.673]: master offset     241870 s2 freq +109507 path delay    646317,212.1860000000015
15771.674,230992,2,108651,676283,ptp4l[15771.674]: master offset     230992 s2 freq +108651 path delay    676283,213.18700000000172
15772.675,1228813,2,209662,724933,ptp4l[15772.675]: master offset    1228813 s2 freq +209662 path delay    724933,214.1880000000001
